Komen,Klasifikasi
Sholehah InsyaaAllah..aaamiiinYaRobb,0
"Kontraksi bner2 sakit bgt ngrasain wkt lahiran ank ke 2 yg blm lama ini lahir, liat video ini jd flashback ngrasain gmna rasanya bukaan demi bukaan percayalah malaikat berkumpul dan bertasbih di hadapan kita melihat perjuangan seorang ibu",0
"Sumpah nangis banget pas kak uwii bilang ""yangg tolong aku yangg""",0
"mamawik hebat, ayah mput juga hebat kalian pasangan yang positif bgt gapernah lupa sebut nama Allah masyallah??",0
"Ya Allah,, aku sampai nangis lytnya,, InsyaAllah aku HPL awal Oktober, semoga bisa lahiran normal diberi kekuatan sama Allah, dimudahkan dan dilancarkan. Dedek bayinya dan aku diberi kesehatan terus. Aamiin Allahumma Aamiin. Aamiin Ya Allah.",0
"Masyaallah dari awal nonton nangis terharu, pasangan panutan banget ini :')",0
"Family panutan, MasyaAllah nangis sepanjang nonton.  Sehat selalu mawik & keluarga.",0
"udah nangis tersedu2 eh tiba2 iklan snack video org joget2 rasanya tuuuh :""""""""",0
"Kalian hebat bgt masyaAllah gaberhenti mengucapkan ke agungan Allah, nangis bgt liatnya. Sehat selalu kalian semua",0
"Langsung nangis pas uwik bilang ""tolong sayang""  alhamdulillah",0
"Ikut nangis Aku ngebayangin dulu lahiran normal juga nikmat banget, suamiku juga selalu dampingi Aku nguatin selalu, suami siaga kayak mas putra ini lhoo",0
"Keluarga kesayanganku, loppp bgt MasyaAllah",0
Dr 2menit pertama udh nangis. Masya Allah. Bahagia dunia akhirat yaa,0
"yaallah sedih bgt apalagi pas mama uwik bilang ""yang tolong yang"" sambil meluk kak putra  yaallah bener2 perjuangan seorang ibu.  sehat2 terus ya mawik & adik bayi. ?",0
"""mamah kuat nak"" langsung nangis kejer aku",0
"Ikut menangis. Terharu, mamawikkkk terima kasih inspirasinyaa loveeee dari jauh",0
"Uwik tuh hebat bgt ngatur emosi nya, sakitnya. MasyaAllah Tabarakallah. Makin luv dan sehat selalu keluarga Mput uwik?",0
"Terimakasih kak Uwi, kak Uwik hebat banget, Kak Mput juga, dede bayi keren bngt. Abis liat kalian seketika lgsg kepikiran nnt yg semangatin aku siapa yaa, mama udah gaada",0
MasyaAllah sehat selalu mawikk dan keluarga. Parenting nya mawik emg panutan sekali.. semoga kelak aku bisa jadi orang tua yg penuh dengan cinta seperti mawik,0
"Yallah kak uwik ak yg blm nikah, ngeliat kak uwik hebat bgt masyallah:"" ak yg dpt haid aja sakit ny suka g kuat, gmn nti ngelahirin ya:(",0
Kok bahagia banget liat keluarga adem gini ya Allah,0
"MaaSyaaAllah tabarakallah.. yaAllah liat kak uwi yang dari masih bisa ketawa-ketawa sampe bener-bener ngerintihin air mata  bener-bener the power of Allah ridho gak ada yg bisa gantiin rasa sakit itu.. Selamat kak mput, mawik, kakak ayak.. finally baby ilayya release.. insyaaAllah sholehah cerdas dan always jadi kebanggaan mamak uwi ayah mput yaa.. ???",0
Mak uda bukaan 9 mules bgt maaak  i feel you mawik. Aku lahiran juga cuma ber2 sm suami. Lekas pulih ya,0
"ga bisa ga nangis yaa :"")
barakallah mama uwik dan ayah mput. semoga ilaya tumbuh menjadi anak yg shalihah menjadi qurata 'ayun orangtuanya",0
"Ya Allah nangiss sepanjang video , sehat2 ka uwi, adik ilayya, kakak freya, ayah mputt dan semua orang2 baik",0
"Positif bgt emang mamauwik sm ayah mput, selalu gajauh dari ""bismillah ya""",0
"MasyaAllah, panutan banget ka uwik.. sampe nangis",0
Ikutan nangis terharu liatnya ? sehat2 ya kalian mamawik sekeluarga,0
Nangiiiss bangeeett  mama wik hebat ayah juga sabar masyallah,0
"Ya Allah betapa hebatnya perjuangan seorang ibu ya cinta dan kasihnya yg tulus nangisss bgt aku liat ini huhuhu yaAllah semoga aku dikasih hamil dlm waktu dkt ini trus bisa kuat kaya mama uwik juga aamiin. Selamat ya sejiwa family semoga adik ilayya jadi anak yg sholehah  pinter kaka ayak juga ya nak,sehat"" semua keluarga sejiwa family",0
"Mawik kuat banget di induksi , aku ke inget lahiran tahun lalu jadinya , masyaallah mawik ?",0
MasyaAllah nangissss nontonnya  sehat-sehat kk uwik sekeluargaa,0
"Masyaallah masyaallah terharu banget liatnya, semua ibu hebat banget yaaa:'))",0
Kalo denger suara mamauwik ngomong ke freya tuh knp hati melow bgt si yaAllah:''',0
"MasyaAllah kak uwi, ga bs bayangin bgt lahiran tanpa ibu, sehat2 kak uwi, kak mput, kakak freya, adik ilayya",0
"masyaallah nangiss mamawik hebaat, sehat sehat mawik ayah mput kaka ayakk dan adek ilayya?",0
"Ya Allah bener2 nangis nonton ini, semoga ibu2 hamil dilancarkan lahirannya",0
MasyaAllah barakallah semoga menjadi anak yang solehah ya iliyya <3,0
"Saya belum nikah, tapi liat vlog mawik ko nangis bgt yah, ke inget perjuangan ibu ku dulu, belum juga nanti kalo saya udah menikah mungkin akan merasakan hal itu",0
speechless mamawik ayah mput .. bismillah all the time,0
Masyaallah nonton sampe nangis mawik hebat,0
"Alhamdulillah, selamat ya bang Putra. Semoga jadi waladun Sholihah, Aamiin",0
"Alhamdulillahh welcome to the world adek ilayya. Sehat selalu untuk ayah mput, mamawik, kak ayak, adek iyak sekeluargaa 
Terimakasih keluarga kecil ini selalu jadi motivasikuuu",0
"Masyaallah, aku belum nikah tapi mama uwik panutan aku

Semoga allah selalu memberi kesehatan buat keluarga kak mput, mawik, ade sama kaka freya",0
"mamawik hebat.. I feel u mak  2x ngerasain lahiran normal, nonton ini beneran jadi flashback dan gak terasa nangis gak berenti sepanjang nontonin mamawik mules nahan gelombang cinta",0
Mashaa Allah aku terharu banget ya Allah nangis pas menit 14 an ,0
"masyaAllah, ikutan nangis nontonnya. ga kebayang gmn merasakan gelombang cinta nanti disaat waktu yg tepat  sehat2 mamawik, ayah, freyaa dan ilayya ????",0
Yaallah semoga dipertemukan sama suami yang baiknya kayak ayah mput,0
"MasyaAllah, kontennya kasih pelajaran banget. Jd tau perjuangan ibu",0
Yeah yg di tunggu2 Alhamdulillah selamat yah ayah mput dan mamawik semoga adek ilayya jd anak sholeha qurrota a'yun,0
"Ya Allah nangis. Jadi ikut ngerasa terharu liat perjuangan mamawik :') wanita tangguh, wanita hebat",0
Masyaallah tabarakallah ?mewek liatnya,0
"Merinding, nangis ya Allah perjuangan wanita",0
"Netes air mata nonton makwi , MaasyaAllah, sehat sehat selalu untuk makwi, bg putra, freya dan adik ilayya",0
"Masyaallah kak uwik ikutan bahagia mewek terharu 
Semoga Allah juga kasih aku cepat keturunan Aamiin",0
Ya Allah semoga bisa juga ada di momen ini. Masya Allah luar biasa... ?,0
"Belum nikah, tp terharu bgt liatnya:') sehat sehat yaa buat mama uwik, ayah mput, freya dan adek bayiii",0
"Alhamdulillah mama uwik, senantiasa dalam lindungan Allah selalu sekeluarga",0
"Nangis banget ngeliatnya perjuangan ibu yaa , semoga sekeluarga selalu dalam lindungan Allah  , ma uwi sama ayah mput pasangan panutan aku ??",0
"Masya Allah Tabarakallah Nonton video ini sambil netes air mataku  terharu Sehat-sehat ya ka uwik, ka mput, kaka freya dan adek ilayya. Mohon doanya juga ya teman-teman, semoga aku diberi kelancaran dalam persalinan besok, sehat selamat aku beserta anak pertamaku ini, hari ini sudah 37 mgg 5 hari, menunggu waktu bertemu dedek bayi juga, semoga kalian semua juga sehat selalu beserta keluarga diberi perlindungan slalu oleh Allah SWT aamiin",0
"Lagi hamil 6 bulan nonton ini ikutan sedih + terharu 

Masya Allah",0
"MasyaAllah Tabarakallah adik Ilayya, sehat2 terus ya kak mput, kak uwik sekeluarga",0
Masyaallah.. setiap hembusan nafas mengagungkan Allah.. luv mawiiikkkk,0
"MasyaAllah tabarakallah ma uwik, semoga berkah selalu keluarganya, dan sehat sehat sejiwa family, terharu",0
"MasyaAlloh Tabarokalloh mama uwik hebat banget yaaa subhanallah ? 
Aku sebagai bidan proud bgt sama kesabaran mama uwikk",0
"yaallah, merinding"" sedep semoga allah bisa titipkan seorang anak dalam harim aku  yallah atas ijin dan kekuasaan allah tiada yang tidak mungkin

aamiin allahumaamiin",0
"Masyaallah liat mawik, disaat sakit tetep ngomongnya yg baik"" doa tiada hentii
Semoga nanti bisa kayak mawik Aamiin...",0
"Masya allah mamah uwik debes. Semoga sehat selalu untuk mama uwik dan dede bayi, kakak freya dan ayah mput.",0
Bener2 mewek nontonnya Selamat yah mamawik dan ayah mput atas kelahiran putri keduanya,0
"aaaaa terharuuu bgt 
pasangan paling positif vibes bgt saluttt bgt sama ayahh mputt ka uwikk sehat sehat terusss kaliann ?",0
"Sepanjang video bener2 nangiss terharu. Sehat2 mawik, ayah mput, kaka freya dan adik ilayya",0
Masyaallah tabarakallah terharu banget sampe meneteskan air mata perjuangan seorang ibu yang luar biasa,0
"Auto nangis dong nonton ini.
Semoga kalo allah rezeki lagi bisa ngerasain nikmatnya lahiran normal",0
"dari ketawa nangis ketawa nangis lagi, sebelll. selamat ya mawik kamu inspirasi aku banget",0
"Ya Allah aku lg hamil 4bulan , bayangin gmn ntr lahiran..
Lihat mawik nangis bgt sesenggukan.
Sehat2 ya mama wik dan sekeluarga
Doain aku jg ya gaes nnti bisa lahiran normal",0
"masyaAllah ikutan mewekkkk :')) ga kerasa ikutan kek nahan nafas,waktu mawik berproses. Subhanallah sungguh indahnya menjadi perempuan ya Allah. Benar-benar keluargaa insipiratif sekaliii tuhan? termia kasih sudah memberikan kelancaran dari awal sampai lahirnya ilayya semoga aku besok dapat sekuat, setegar, dan tetap mengingatMu tuhan disaat suka dan duka. Aminn. Sehat-sehat ya keluarga Freya ilayya sekeluarga",0
Bisa bisanya makan indomie sambil nangis nonton ini masyaallah sehat-sehat mawik dan dede bayii,0
"nangis nonton nya, keinget lagi setahun yang lalu ngelahirin khalid, memang bener gini perjuangannya",0
Belum jadi ibu tapi nangis banget liat perjuangan mamawik,0
Sepanjang vidio nangis bgt MasyaAllah,0
Ikut nangis ikut ketawa wkwk sehat sehat terus keluarga mama uwik,0
Ya Allah terharu bngt nontonnya  masyallah tabarakallah,0
MasyaAllah tabarakallah kak uwikkk <3,0
Masyaallah mawik hebattt..semoga selalu dalam lindungan Allah mawik dan ka mput sekeluarga?,0
"Alhamdulillah, barakallah kak dwi-putra  Makin mewek dengar nama Allah gak lepas dari perjuangan ini  sehat2 & semoga selalu dilindungi Allah ya mawik - ayah putra - akak freya - bayi ilayya!",0
Masyaallah merinding lihatnya. Sehat sehat semua,0
"Terharu banget, yang paling aku salut sama mamawik dan ayah mput adalah mereka selalu menyebut doa doa dan ucapan yang baik. Dan langsung mengucap syukur ketika Ilayya lahir. MasyaAllah",0
sehat sehat terus ya kalia,0
"Jadi terharu 
Selamat ka uwi, ka mput, freya atas kelahiran dd bayinya?",0
Salut untuk ibu2 yg sanggup tahan induksi & bisa melalui proses lahiran Yang cukup panjang,0
"Maasya Allah, baarokallahu fiikum. Aku nonton ini sambil nangis sesegukan, nahan nafas tarik nafas.",0
"MasyaAllah selamat mawik sehat2 trs, terharu ya Allah ?",0
"jadi terharu lihat mama uwik dan ayah mput, nangiss, selalu kasih positive vibes seneng liatnyaa",0
MasyaAllah...aku nonton ini sambil ngerasain kontraksi palsu cenat cenut minta doanya supaya lancar lahirannya...Aamiin,0
"Inget lahiran sebulan lalu, masyaAllah bener2 pasrah aja udah huhu liat ini emg perjuangan ibu itu kuar biasaa :)",0
"Ikutan mewek  
Selamat mama Uwik dan ayah Mput 
Semoga Ilaya menjadi anak solichah seperti kakak Freya",0
Nangiiissa nonton nyaa Mama Uwik panutan bangeet. Ayah Mput juga Masya ALLAH sekaliii,0
Liat mawik nangis aku ikut nangis masyaallah mawik sehat sehat,0
"YaAllah udah nonton 4 kali, nangisnya juga 4 kali. Sehat sehat mawik dan keluarga.",0
Terharuuu sekalii sehat sehat yaa kak mput dan keluarga ?,0
"Terharu banget, semoga aku juga bisa lahiran normal dan sekuat mawik. Aamiin",0
MasyaAllah liat vlog tbtb nangis sendiri kebayang perjuangan ibuk sendiri,0
"MasyaAllah selamat mawik ayahmput dan kak ayak! sehat selalu semua, aaamiin Baru sempet nonton, jam 1 malam pula, nangis kejer bgt besok sembab deh",0
Masyaallah. Jadi tau cinta sejati itu beneran ada,0
nangis terus dari awal sampai akhir sehat-sehat kak putra dan sekeluarga!!!!,0
masyaAllah  semoga nanti aku juga dimudahkan hingga lahiran.. aamiin,0
"Baby Ilayya mirip Kaka Ayak pas lahir ? hehe berasa reborn ya mawik, MasyaAllah TabarakAllahu ?",0
Masya Allah mawik dan ayah mput panutan banget positif vibes sekali,0
"Sedih bgtttt mama uwik hebat bgt masya Allah  
Freya & adik ilayya anak yg sholehah",0
"MasyaAllah wik,,terharu bgt
Uwik mau nahan sakit dan nangis kyk apa ttp cantik yaa",0
"YaAllah aku ikut nangis sampe sesegukan mawik sehat terus mawik sekeluarga, mawik panutanku? Semoga calon imamku nanti bisa kaya kak mput yg care bgt ke istrinya. Amiinn",0
"yang ditunggu-tunggu, selamatttt kak mput dan mawikk semoga sehat dan bahagia selalauu",0
masyaAllah tabarakallah terharu aku liatnyaaa,0
"Masyallah  jadi inget waktu lahiran tahun lalu, ngliat mawik berjuang lgi, jdi ikutan pgn nangis",0
Maaawik masya Allah Bener bener nangis liatnya,0
"Jadi ke ingat lahiran 7 buln lalu wkwk,,masyaAllah nikmat sekali ketika di induksi 6x  bener bener perjuangan ibu bangettt",0
"Masyaallah banjir air mata gua,",0
"Masyaa Allah tabarakallah.. baru nonton dan terharu banget liat keluarga satu ini, sampai gasadar menitik air mata :')

Semoga jadi anak yg sholeha yaaa ilayyaaa <3<3",0
"Alhamdulillah terharu Selamat ya....
Semoga selalu sehat...Aamiin",0
"Masyaallah ya Allah selalu nangis kalo liat begini, dalam hitungan minggu pun insyaallah kayak gini juga, bismillah",0
"Makin cintaa sama obgyn abis nonton video inii.. Barakallaah ayah mput dan mawik, makasii atas motivasinyaa",0
"Bismillah...

Penantian Penuh Perjuangan Dan Kesabaran",0
"MasyaAllah tabarrakallah kuat dan hebat bgtt mama uwik, sehat dan bahagia ya kak uwik, kak mput, freya dan adik ilayya",0
"Baru menit ke 2, gua udah nangeeesss pas liat betapa soswitnya+lembutnya mawik ke freya. You are really love each other",0
"Serius ini bikin mewek bgt 
Sehat2 ya untuk adik ilayya",0
Yaa Allah nangis gak berenti nonton ini,0
"Masya Allah Kak, terharu banget nonton ini. Sehat dan bahagia selalu keluarga idolakuu",0
"MasyaaAllahh nikmatnya di induksi ya ka uwikk akupun jg pernah merasakan sehat2 adik bayi, kk freya, ka uwik dan ayah mput",0
"Masya Allah, mirip sekali sm Freya, emoga menjadi anak yang sholihah ya, aamiin",0
"masyaAllah pas ayahnya sholawat dan bilang ""dek bismillah ya cari jalan keluar"" sungguh suami idaman",0
"HPL 12agustus, liat video mawik sedih banget doain lancar2 ya guys. Udh deg deg an nih, menanti persalinan utun pertama",0
"Nangis liat ini... MasyaAllah Tabarakallah Mama Uwik, Ayah Mput dan Kakak ayak. Semoga Adek menjadi anak shalehah..aamiin ya rabbal 'aalamiin",0
"Finally  sehat selalu ayah, mawik, kak ayak dan adik ilayya ?
Salam dari RIAU",0
MasyaAllah Tabarakallah semoga jadi anak yang Sholehah ya ilayya sayang membawa berkah n rezeki buat mama ayah aamiin. Terharu bgt lihat nya,0
"Belum nikah, nangis banget jadi keinget perjuangan ibu melahirkan :"") Semoga sehat"" selalu ibu"" yang hebat",0
"Udah pernah lahiran 2 kali, sekarang liat video gini masih mewek juga . Sekarang lagi hamil anak ketiga, semoga nanti dilancarkan pas lahiran",0
"MasyaAllah TabarakAllah, assalamualaikum dd Illaya semoga tumbuh jd anak yg sholeha ya cantik selamat ayah mput, mawik dan kaka ayak",0
"Ya Allah.. Pas bagian ma anum menyemangati kak uwik, terenyuh banget.",0
"Vlog yg ditunggu2
Terharu banget deh rasanya..
Semoga persalinanku nanti normal, lancar dan tenang ya Allah",0
"Ya allah aku nontonnya nangis termehek-mehek, ngerasain banget sakitnya perjuangan ngelahirin apalagi ini di induksi, semoga cepet pulih yah ka",0
"Aq menangis tersedu2, menunggu gelombang cinta datang juga. Mohon doanya semoga lancar",0
"Semoga dek Ilayya menjadi anak baik, Sholehah, berbakti untuk kedua orangtuanya",0
"Masya Allah ikutan nangis liat video ini sehat2 selalu buat mawik dan keluarga. Jadi inget perjuangan seorang mama aku, dan semoga aku secepatnya di anugerahi lagi dlm rahim ku anak yg sholeh & sholeha. Aamiin",0
Masyaallah mawik nangis liat video ini. Kagum bgt sm mawik dan ka putra ngmgnya sll mengingat Allah,0
"YaAllah nangis sesenggukan... pdhl aku blm nikah tp turut ngerasain sakitnyaaa luar biasa, mashaAllah, sehat selalu mawik sekeluarga! <3",0
"Sungguh besar perjuangan seorang ibu ..begitupun ayah yg selalu berusaha membahagiakan keluarga.  Sehat2 semuanya... kak uwik,kak mput,kakk freyaaa",0
"MasyaAllah, barakallah. Terharu banget nontonnya, semoga bisa segera dipercaya untuk hamil dan melahirkan secara normal juga aamiin",0
"Masyaa Allah  belajar dari mawik sama ayah mput.. selalu minta sama Allah.. selalu libatkan Allah dalam segala situasi, karena kita bukan apa2 kalau tanpa bantuan NYA.",0
Ya Allah inget pas lahiran jugaa  sakitnya masyaallah tp lupa seketika ketika adek bayi lahir :) insyaallah pahala,0
"Maa Shaa Allah terharu kali liatnyaaaa, mawik doakan aku hpl November , mudah mudahan bisa sekuat mamawik dan bisa lahiran normal ?",0
semoga punya keluarga kayak keluarga ini nanti ya Allah,0
"Barakallahu fiik uwik,mput..sehat2 terus semua..semoga sllu menginspirasi..ga berenti nangis nih gue...haha",0
"Alhamdulillah, semoga semua sehat, jadi ikut nangis, ingat saat 4x melahirkan normal. Sakitnya... masyaAllah ..harus sayang ibu dan istri ya ms Putra, selamat!",0
"Barakallahu utk mawik, ayah mput Dan kk yaya, semoga adek ilayya menjadi anak yg sholehah yaa",0
belum nikah blm pernah lahiran liat mama uwik ikut nangis,0
masyaallah tabarakallah semoga Allah SWT selalu menjaga keluarga kakak,0
"gatahan di awal uda mau nangis aja aaaa, proudd of u ma ",0
"nonton ulang berkali-kali, nangisnya jg berkali-kali",0
"Masyaallah.. sehat selalu mamawik ayah mput kakak ayak adik ilayya..
Semoga nnti lahiran ku lancar, sehat, nyaman.. aamiin..",0
"kalian salah satu orang tua yg bisa dijadiin panutan buat yg mau nikah bgt:"")))) terharu perjuangan ka uwi yg masyaAllaah dan ka mput jugaaa. sehat terus yaa ka uwi,ka mput, freya dan ilayya",0
YaAllah semoga segera dipertemukan dengan suami yg baiknya seperti ayah mput,0
"Mawik dan kamput, selamat yaa... Tabarakallah, terharu ngeliat videonya :""))",0
"Masya Allah ingat dulu pas lahiran..
Sehat sehat kak uwik dan dede bayinya",0
"MasyaAllah  kak uwik wanita tangguh,  dri awal video udah mewek nntn nya. Selamat dtg kedunia anak sholeha adeknya kk Freya..",0
"Gk bisa ngomong,nonton nya nangis teruss",0
"Ya Allah.. ikutan nangiss beneraan pas ka uwik nangis sambil meluk ka putra. semoga sehat selalu kak uwik sekeluarga,, anak2 tumbuh jd anak yg sholihah. Aamiin aamiin",0
Mamwik hebat banget aku salut sampe2 nangiss  kata2 positif yg selalu diucapin selalu adem didenger2 sehat2 keluarga sehati,0
"Ga berenti keluar air mata liat nya,doain ya mama uwi 2bulan lagi insha allah dede bayi ku lahir",0
"Masya ALLAH  terharu semoga sehat2 smua k.mput dan keluarga
Semoga sya bisa ngerasain juga bahagianya mengandung melahirkan dan memiliki keturunan yg sehat sempurna sholeh sholeha 
Aamiin ya rabbal aalamiin",0
"Ya Allah nangiiiiissssss.. Smoga jd anak yg sholehah ya dd Ilayya, penyejuk hati keluarga.. Aamiin..
Congrats mawik dan ayah mput :')",0
"Jadi ingat lagi gmn momen2 gelombang cinta Itu hadir, rasa sakitnya luar biasa, yg terpenting memang support suami, the Best utk kalian berdua",0
Masyaallah tabarakallah jadi pgn nangis liatnya terharu bgt sambil membayangkan klo aku d posisi itu,0
Duh yaAllah nangis bgt liat perjuangan seorang Ibu kyk gini ternyata,0
Kesini pengen liat pas freya sedih dipeluk mawik,0
"Ya allah support suami saat lahiran masyallah banget  :"""""")",0
YaAllah nangis bangett liatnya,0
"Nangis banget liat vlog ka mput,ngikuttin keluarga ini dri freya masih di dalem perut.semoga kelak punya suami kayak ka mput jugaa, dan bisa jadi kayak mama wik panutanku ,aamiinnnnn ya rabbal alamin",0
Alhamdulillah Masya Allah Tabarakallah..menjadi anak sholihah cahaya dunia akhirat Aamiin,0
"YaAllah kenapa aku melow banget, ikut nangiss jugaa waktu mawikk nahan sakit dipembukaan 9",0
"MasyaAllah Tabarakallah Ilayya semoga menjadi anak yang solehah.. Aamiin
Luar biasa sekali Mawik dan Ayahmput selamat atas kelahiran puteri keduanya..

Selalu ikut mewek part Mawik nangis ikut nangis juga dong ga bisa nahan, berasa ikut merasakan sakitnya terharu sekali..",0
"Di induksi emang rasanya lebih sakit, salut sama mawik yg awal2 masih bisa santuy gitu",0
"Ya Allah terharu banget lihatnya  doakan saya bisa merasakan hamil dan melahirkan juga ya kak uwi, kak putra, dan teman2 semua, aamiin",0
Liat ini sambil nangis semoga nanti lahiranku lancar semuanya sehat,0
"YaAllah nonton ini langsung banjirr air mata keinget lahiran waktu itu di induksi juga, rasanya luar biasaaa perjuangan. Bedanya kak uwi bisa ngendaliin diri sedangkan aku banyak nangisnya",0
"Au aaahh mewek 
Sayang bgt sama mama uwik sekeluarga ?",0
AAAAA PGN PUNYA SUAMIW KEK AYAH MPUT :'((,0
Nangis bgt nontonnya inget waktu lahiran berasa mulesnya,0
Satu2nya video birth story yg bikin gua bener2 terharu dan terkagum2 sama perjuangannya dan kalimat2 baik yg selalu di ucapkan kewrennnnn banget mamak wik huhu,0
"MasyaAllah, berkahilah keluarganya ya Allah, lindungi mereka, jauhkan mereka dari orang2 dzalim,. Aamiin",0
"Pagi"" sudah mewek nonton beginian  persis banget sama kaya yang aku rasain, insya Allah besok lahiran anak kedua..ga berhenti mikirin si kaka gimana nanti selama aku tinggal, ga pernah tidur tanpa aku  lihat vlog ini jadi menguatkan mentalku juga..btw congrats Uwik & Mput atas baby girlnya",0
"Masya Allah, aku banjir air mata liat ini .. Semoga kelak aku lahirannya penuh perjuangan kayak kk uwi .. Masya Allah, sehat selalu yahh kak sama dde bayi nya",0
"Pas mamauwik blg ""yang tolongin yang "" langsung mewek keinget rasanyaaa pas lahiran jg  sehat terus mamauwik dan dede",0
"Selalu nangis, gak pernah engga makanya pas mau nonton ini nyiapin hati bgt huhu, selamat ya mawik, ayah mput & kaka ayak~! Semoga adek ilayya tumbuh jadi anak yg bahagia selalu aamiin",0
"Ya allah ya rahman ya rahim..
Semoga allah selalu menjaga keluarga putra dan dwi dalam kesehatan dan kebahagian. Amin",0
"Terharu banget liat vlog ini mamawik  lg hamil 3 bulan, ntn ini lgsg nangis. Lgsg ngebayangin nti bs ga sekuat mamawik. Semoga diberi kekuatan juga supaya bs sekuat mamawik. Salut bgt sllu inget Allah SWT selama nggu pembukaannya :') sehat2 selalu mamawik sekeluarga",0
aku lg makan nonton ini menangisssss sesegukan  salah moment nontonnya,0
Ya allah ga kerasa air mata netes kaga berhenti. Barokallah selamat mawik ikut terharuuu seneng,0
"Lagi hamil nonton ini masya Allah banget ngeliat perjuangannya mama Freya dan romantisnya papa Frey yg so sweet banget, bikin double terharunya. Sehat selalu mama Frey, semoga menjadi putri sholehah kebanggaan keluarga, aamiiiin ya Rabbal'alamiiiiin....",0
"Aaaa sedih banget masa nntnya :(
Nangissss sehat selalu sejiwa family
Panutan keluarga ku...",0
"Masha Allah tabarakallah... Ka uwiiiii, nangis sesegukan pecah bgt pas kak uwi peluk ka putra. Sehat selalu utk kaliaaaaan",0
"alhamdulillah, selamat buat ayah mput dan mamawik.. walopun aku belum ngerasain bagaimana nikmatnya lahiran, tp aku bisa rasain dan terharu banget..",0
"Masyaallah tabarakallah selamat mama uwi, terharu nontonnya karna beda 2 hari aku juga abis lahiran sc yg masyaallah perjuangannya merasakan sakit setelah operasi",0
Masya allah sungguh luar biasa mamawikk dan adiknya freyaaa persiisss freyaa waktuu bayii kembar,0
Masya Allah indahnya kalimat yg terucap saat sedang sakit2nya,0
"Alhamdulillah
Ya Allah sedih bangetttt. Selamat kak uwik , mput dan freya",0
"MasyaAllah Ilayya adik cantiknya kakak ayak yang sebentar lagi terkalahkan cantiknya xixi, jadi anak Sholehah nak..",0
"Vlog ini mengandung bawangggggh , mamah uwi sehat selaluuuuuu ayah jugaaaa selaluuu, kaka freyaa dan dede sehat semuanya aamiin",0
Sedih liat perjuangan kak uwik semoga pejuang garis dua sepertiku  sedang menanti kehadiran buah hati Allah segerakan di tahun ini Aamiin Allahumma Aamiin,0
"Yg udh punya anak psti nangisnya kejer huhu, Pisah brp jam aj kepikiran tra aplagi mau lahiran jdi ngebayangin, sehat2mawik sekeluarga",0
"Tolong aku Yang *Aku kuat karenamu YaAllah"" . Kata2nya terngiang-ngiang. Selamattt mawik, kak mput, semoga diberi kesehatan selalu",0
ya Allah nangisss  semoga aku jg bisa ngelewatin persalinan yg ke2ini,0
Masya Allah Tabarakallah  dari awal sampai akhir video aq nangis terus Doa in y temen2 Smg penantian 6thn ini bisa segera Allah kasi garis 2 buat aq THN ini,0
"MasyaAllah, perjuangan hidup dan mati saat lahiran itu memang nyata ada nya, ikhlas dan sabar kuncinya MasyaAllah positive vibes banget mawik sehat terus untuk semuanya",0
"Sedih banget nontonnya  keinget pas lahiran, ninggalin anak yg seumuran freya jg. Sehat selalu mamawik dan jajarannnyaaaa.",0
MasyaAllah selamat yaa ka uwi dan bang mput.. do'ain yaa semoga kandungan kedua saya juga sehat dan lancar sampai persalinan Aamiin Allahumma Aamiin,0
nonton ini penuh air mata dr menit menit awal  sehat selalu mamawik sekeluargaa,0
Siapa yg disini dari awal video sampai akhir video nanges trs??,0
"Alhamdulillah.. Tabarakallah mawik, kak put, kakak freya, dan keluarga besar.",0
Mau nonton ini dr awal di up tapi di undur2 takut ngk kuwat lihat nya  tpi beneran ikutan nangis kuat bgt mawik ? bahagi terus untk semuanya,0
"tenggorokan geter sumpah terharu banget, blm lahiran tp maa syaallah  perjuangan mama uwi  allah lancarin semua",0
Ga berasa netesin air mata keinget lahiran dlu perjuangan seorang ibu luar biasa banget. Selamat kak uwi sehat selalu,0
Nggak bisa nggak nangis liat videonyaaa meskipun udh diputer berulanh,0
"Jd inget lahiran dulu, bener2 Melahirkan itu perjuangan hidup dan mati, aku salut mawik bisa tenang, kuat, dan ka putra yg begitu sabar dan nenangin bgt, masyaallah",0
"selamat uwik & suami.. aku ikutan nangiss inget lahiran anak kedua, perjuangannya lbh berat dr anak pertama. sehat selalu semua",0
"Ya allah jadi inget waktu melahirkan.... Di saat itu aku benar "" merasakan menjadi ibu yg sempurna",0
Aku nangis.. Ya Allah semoga aku lahiran normal lancar semua. Sehat ibu sama anak ku.. Aamiin,0
"Ikut nangis ya allah pas mawik bilang yang tolong aku teruss inget allah, kek masyallah banget sakitnya ya",0
"Sayang banyak banya semoga sll sehat, bahagia, keluarga mama wik ayah mput, freya dan illayya jd anak sholehah kebanggan kita semua ?",0
"blom punya suami, blom tau rasanya hamil dan melahirkan tp nangis.. salut bgt sm Ka Uwik yg ga lupa buat afirmasi positive, menyebut nama Allah dan mengucap syukur waktu berhasil ngelewatin.. keren",0
"Ya allah nangis nton ini, keingat wkt lahiran anak pertama saya 2019, semoga diberikan kesehatan selalu dede bayi dan cepat pulih yaa buat mama uwik",0
