,Komen,Klasifikasi,kategori_id
508,"['ikut', 'nangis', 'selamat', 'mama', 'uwik', 'ayah', 'mput', 'moga', 'ilaya', 'jadi', 'anak', 'salihah', 'kakak', 'freya']",no cyberharassment,0
509,"['nangis', 'nonton', 'nya', 'mama', 'uwik', 'panutan', 'banget', 'ayah', 'mput', 'masya', 'sekali']",no cyberharassment,0
510,"['lihat', 'mawik', 'nangis', 'aku', 'ikut', 'nangis', 'masyaallah', 'mawik', 'sehat', 'sehat']",no cyberharassment,0
511,"['sudah', 'nonton', 'kali', 'nangisnya', 'kali', 'sehat', 'sehat', 'mawik', 'keluarga']",no cyberharassment,0
512,"['haru', 'sekali', 'sehat', 'sehat', 'kak', 'mput', 'keluarga']",no cyberharassment,0
513,"['haru', 'banget', 'moga', 'aku', 'bisa', 'lahir', 'normal', 'kuat', 'mawik']",no cyberharassment,0
514,"['masyaallah', 'lihat', 'vlog', 'tiba', 'tiba', 'nangis', 'sendiri', 'bayang', 'juang', 'ibu', 'sendiri']",no cyberharassment,0
515,"['masyaallah', 'selamat', 'mawik', 'ayahmput', 'kak', 'ayak', 'sehat', 'selalu', 'semua', 'baru', 'sempat', 'nonton', 'jam', 'malam', 'nangis', 'kejer', 'banget', 'besok', 'sembap']",no cyberharassment,0
516,"['masyaallah', 'jadi', 'tahu', 'cinta', 'sejati', 'beneran']",no cyberharassment,0
517,"['nangis', 'terus', 'awal', 'akhir', 'sehat', 'sehat', 'kak', 'putra', 'keluarga']",no cyberharassment,0
518,"['masyaallah', 'moga', 'aku', 'mudah', 'hingga', 'lahir']",no cyberharassment,0
519,"['bayi', 'ilayya', 'mirip', 'kakak', 'ayak', 'lahir', 'rasa', 'lahir', 'baru', 'mawik', 'masyaallah']",no cyberharassment,0
520,"['masya', 'mawik', 'ayah', 'mput', 'panutan', 'banget', 'positif', 'suasana', 'sekali']",no cyberharassment,0
521,"['sedih', 'banget', 'mama', 'uwik', 'hebat', 'banget', 'masya', 'freya', 'adik', 'ilayya', 'anak', 'salihah']",no cyberharassment,0
522,"['masyaallah', 'wik', 'haru', 'banget', 'uwik', 'mau', 'tahan', 'sakit', 'nangis', 'kayak', 'apa', 'tetap', 'cantik']",no cyberharassment,0
523,"['aku', 'ikut', 'nangis', 'sengguk', 'mawik', 'sehat', 'terus', 'mawik', 'keluarga', 'mawik', 'panutan', 'moga', 'calon', 'imam', 'bisa', 'kayak', 'kak', 'mput', 'peduli', 'banget', 'istri']",no cyberharassment,0
524,"['tunggu', 'tunggu', 'selamat', 'kak', 'mput', 'mawikk', 'moga', 'sehat', 'bahagia', 'selalu']",no cyberharassment,0
525,"['masyaallah', 'tabarakallah', 'haru', 'aku', 'lihat']",no cyberharassment,0
526,"['masyaallah', 'jadi', 'ingat', 'waktu', 'lahir', 'tahun', 'lalu', 'ngelihat', 'mawik', 'juang', 'jadi', 'ikut', 'pengin', 'nangis']",no cyberharassment,0
527,"['maaawik', 'masya', 'benar', 'benar', 'nangis', 'lihat']",no cyberharassment,0
528,"['jadi', 'ingat', 'lahir', 'bulan', 'lalu', 'masyaallah', 'nikmat', 'sekali', 'induksi', 'benar', 'benar', 'juang', 'ibu', 'banget']",no cyberharassment,0
529,"['masyaallah', 'banjir', 'air', 'mata', 'aku']",no cyberharassment,0
530,"['masyaa', 'tabarakallah', 'baru', 'nonton', 'haru', 'banget', 'lihat', 'keluarga', 'satu', 'tidak', 'sadar', 'titik', 'air', 'mata', 'moga', 'jadi', 'anak', 'salihah', 'ilayyaaa']",no cyberharassment,0
531,"['alhamdulillah', 'haru', 'selamat', 'moga', 'selalu', 'sehat']",no cyberharassment,0
532,"['masyaallah', 'selalu', 'nangis', 'kalau', 'lihat', 'begini', 'dalam', 'hitung', 'minggu', 'insyaallah', 'kayak', 'bismillah']",no cyberharassment,0
533,"['makin', 'cinta', 'sama', 'obgyn', 'habis', 'nonton', 'video', 'barakallaah', 'ayah', 'mput', 'mawik', 'terima', 'kasih', 'atas', 'motivasi']",no cyberharassment,0
534,"['bismillah', 'nanti', 'penuh', 'juang', 'sabar']",no cyberharassment,0
535,"['masyaallah', 'tabarrakallah', 'kuat', 'hebat', 'banget', 'mama', 'uwik', 'sehat', 'bahagia', 'kak', 'uwik', 'kak', 'mput', 'freya', 'adik', 'ilayya']",no cyberharassment,0
536,"['baru', 'menit', 'aku', 'sudah', 'nangis', 'lihat', 'betapa', 'sangat', 'romantis', 'lembut', 'mawik', 'freya', 'kamu', 'are', 'benar', 'benar', 'cinta', 'each', 'other']",no cyberharassment,0
537,"['serius', 'buat', 'nangis', 'banget', 'sehat', 'adik', 'ilayya']",no cyberharassment,0
538,"['nangis', 'tidak', 'henti', 'nonton']",no cyberharassment,0
539,"['masya', 'kak', 'haru', 'banget', 'nonton', 'sehat', 'bahagia', 'selalu', 'keluarga', 'idola']",no cyberharassment,0
540,"['masyaallah', 'nikmat', 'induksi', 'kakak', 'uwikk', 'aku', 'pernah', 'rasa', 'sehat', 'adik', 'bayi', 'kakak', 'freya', 'kakak', 'uwik', 'ayah', 'mput']",no cyberharassment,0
541,"['masya', 'mirip', 'sekali', 'sama', 'freya', 'moga', 'jadi', 'anak', 'salihah']",no cyberharassment,0
542,"['masyaallah', 'ayah', 'sholawat', 'bilang', 'adik', 'bismillah', 'cari', 'jalan', 'keluar', 'sungguh', 'suami', 'idam']",no cyberharassment,0
543,"['hari', 'kira', 'lahir', 'lihat', 'video', 'mawik', 'sedih', 'banget', 'doain', 'lancar', 'sudah', 'deg', 'deg', 'nanti', 'salin', 'pertama']",no cyberharassment,0
544,"['nangis', 'lihat', 'masyaallah', 'tabarakallah', 'mama', 'uwik', 'ayah', 'mput', 'kakak', 'ayak', 'moga', 'adik', 'jadi', 'anak', 'salihah']",no cyberharassment,0
545,"['akhir', 'sehat', 'selalu', 'ayah', 'mawik', 'kak', 'ayak', 'adik', 'ilayya', 'salam', 'riau']",no cyberharassment,0
546,"['masyaallah', 'tabarakallah', 'moga', 'jadi', 'anak', 'salihah', 'ilayya', 'sayang', 'bawa', 'berkah', 'rezeki', 'buat', 'mama', 'ayah', 'haru', 'banget', 'lihat', 'nya']",no cyberharassment,0
547,"['belum', 'nikah', 'nangis', 'banget', 'jadi', 'ingat', 'juang', 'ibu', 'lahir', 'moga', 'sehat', 'selalu', 'ibu', 'hebat']",no cyberharassment,0
548,"['sudah', 'pernah', 'lahir', 'kali', 'sekarang', 'lihat', 'video', 'nangis', 'sekarang', 'hamil', 'anak', 'tiga', 'moga', 'lancar', 'lahir']",no cyberharassment,0
549,"['masyaallah', 'tabarakallah', 'assalamualaikum', 'adik', 'illaya', 'moga', 'tumbuh', 'jadi', 'anak', 'salihah', 'cantik', 'selamat', 'ayah', 'mput', 'mawik', 'kakak', 'ayak']",no cyberharassment,0
550,"['bagi', 'sama', 'anum', 'semangat', 'kak', 'uwik', 'terenyuh', 'banget']",no cyberharassment,0
551,"['vlog', 'tunggu', 'haru', 'banget', 'rasa', 'moga', 'salin', 'normal', 'lancar', 'tenang']",no cyberharassment,0
552,"['aku', 'nontonnya', 'nangis', 'termehek', 'mehek', 'ngerasain', 'banget', 'sakit', 'juang', 'ngelahirin', 'induksi', 'moga', 'cepat', 'pulih', 'kakak']",no cyberharassment,0
553,"['aku', 'tangis', 'sedu', 'tunggu', 'gelombang', 'cinta', 'datang', 'mohon', 'doa', 'moga', 'lancar']",no cyberharassment,0
554,"['moga', 'adik', 'ilayya', 'jadi', 'anak', 'baik', 'salihah', 'bakti', 'dua', 'orangtuanya']",no cyberharassment,0
555,"['masya', 'ikut', 'nangis', 'lihat', 'video', 'sehat', 'selalu', 'buat', 'mawik', 'keluarga', 'jadi', 'ingat', 'juang', 'orang', 'mama', 'aku', 'moga', 'aku', 'cepat', 'anugerah', 'dalam', 'rahim', 'aku', 'anak', 'saleh', 'salihah']",no cyberharassment,0
556,"['masyaallah', 'mawik', 'nangis', 'lihat', 'video', 'kagum', 'banget', 'sama', 'mawik', 'kakak', 'putra', 'ngomongnya', 'selalu', 'ingat']",no cyberharassment,0
557,"['nangis', 'sengguk', 'padahal', 'aku', 'belum', 'nikah', 'turut', 'ngerasain', 'sakit', 'luar', 'biasa', 'mashaallah', 'sehat', 'selalu', 'mawik', 'keluarga']",no cyberharassment,0
558,"['sungguh', 'besar', 'juang', 'orang', 'ibu', 'begitu', 'ayah', 'selalu', 'usaha', 'bahagia', 'keluarga', 'sehat', 'semua', 'kak', 'uwik', 'kak', 'mput', 'kakak', 'freyaaa']",no cyberharassment,0
559,"['masyaallah', 'barakallah', 'haru', 'banget', 'nontonnya', 'moga', 'bisa', 'segera', 'percaya', 'hamil', 'lahir', 'normal']",no cyberharassment,0
560,"['masyaa', 'ajar', 'mawik', 'sama', 'ayah', 'mput', 'selalu', 'minta', 'sama', 'selalu', 'libat', 'dalam', 'segala', 'situasi', 'bukan', 'apa', 'kalau', 'bantu', 'nya']",no cyberharassment,0
561,"['ingat', 'lahir', 'sakit', 'masyaallah', 'lupa', 'ketika', 'adik', 'bayi', 'lahir', 'insyaallah', 'pahala']",no cyberharassment,0
562,"['haru', 'kali', 'lihat', 'mawik', 'doa', 'aku', 'hari', 'kira', 'lahir', 'november', 'mudah', 'mudah', 'bisa', 'kuat', 'mamawik', 'bisa', 'lahir', 'normal']",no cyberharassment,0
563,"['moga', 'punya', 'keluarga', 'kayak', 'keluarga']",no cyberharassment,0
564,"['barakallah', 'fiik', 'uwik', 'mput', 'sehat', 'terus', 'semua', 'moga', 'selalu', 'inspirasi', 'tidak', 'henti', 'nangis', 'aku']",no cyberharassment,0
565,"['alhamdulillah', 'moga', 'semua', 'sehat', 'jadi', 'ikut', 'nangis', 'ingat', 'lahir', 'normal', 'sakit', 'masyaallah', 'harus', 'sayang', 'ibu', 'istri', 'kakak', 'putra', 'selamat']",no cyberharassment,0
566,"['barakallah', 'mawik', 'ayah', 'mput', 'kakak', 'yaya', 'moga', 'adik', 'ilayya', 'jadi', 'anak', 'salihah']",no cyberharassment,0
567,"['belum', 'nikah', 'belum', 'pernah', 'lahir', 'lihat', 'mama', 'uwik', 'ikut', 'nangis']",no cyberharassment,0
568,"['masyaallah', 'tabarakallah', 'moga', 'selalu', 'jaga', 'keluarga', 'kakak']",no cyberharassment,0
569,"['tidak', 'tahan', 'awal', 'sudah', 'mau', 'nangis', 'bangga', 'kamu', 'sama']",no cyberharassment,0
570,"['nonton', 'ulang', 'kali', 'kali', 'nangisnya', 'kali', 'kali']",no cyberharassment,0
571,"['masyaallah', 'sehat', 'selalu', 'mamawik', 'ayah', 'mput', 'kakak', 'ayak', 'adik', 'ilayya', 'moga', 'lahir', 'aku', 'lancar', 'sehat', 'nyaman']",no cyberharassment,0
572,"['kalian', 'salah', 'satu', 'orang', 'tua', 'bisa', 'dijadiin', 'panutan', 'buat', 'mau', 'nikah', 'banget', 'haru', 'juang', 'kakak', 'uwi', 'masyaallaah', 'kakak', 'mput', 'sehat', 'terus', 'kakak', 'uwi', 'kakak', 'mput', 'freya', 'ilayya']",no cyberharassment,0
573,"['moga', 'segera', 'temu', 'suami', 'baik', 'ayah', 'mput']",no cyberharassment,0
574,"['mawik', 'kamput', 'selamat', 'tabarakallah', 'haru', 'ngelihat', 'video']",no cyberharassment,0
575,"['masya', 'ingat', 'dulu', 'lahir', 'sehat', 'sehat', 'kak', 'uwik', 'adik', 'bayi']",no cyberharassment,0
576,"['masyaallah', 'kak', 'uwik', 'wanita', 'tangguh', 'awal', 'video', 'sudah', 'nangis', 'nonton', 'nya', 'selamat', 'datang', 'dunia', 'anak', 'salihah', 'adeknya', 'kakak', 'freya']",no cyberharassment,0
577,"['tidak', 'bisa', 'ngomong', 'nonton', 'nya', 'nangis', 'terus']",no cyberharassment,0
578,"['ikut', 'nangis', 'beneran', 'kakak', 'uwik', 'nangis', 'luk', 'kakak', 'putra', 'moga', 'sehat', 'selalu', 'kak', 'uwik', 'keluarga', 'anak', 'tumbuh', 'jadi', 'anak', 'salihah']",no cyberharassment,0
579,"['mamwik', 'hebat', 'banget', 'aku', 'salut', 'nangis', 'kata', 'positif', 'selalu', 'diucapin', 'selalu', 'adem', 'didenger', 'sehat', 'keluarga', 'hati']",no cyberharassment,0
580,"['tidak', 'henti', 'keluar', 'air', 'mata', 'lihat', 'nya', 'doain', 'mama', 'uwi', 'insha', 'adik', 'bayi', 'aku', 'lahir']",no cyberharassment,0
581,"['masya', 'haru', 'moga', 'sehat', 'semua', 'kak', 'mput', 'keluarga', 'moga', 'aku', 'bisa', 'ngerasain', 'bahagia', 'kandung', 'lahir', 'milik', 'turun', 'sehat', 'sempurna', 'saleh', 'salihah']",no cyberharassment,0
582,"['nangis', 'moga', 'jadi', 'anak', 'salihah', 'adik', 'ilayya', 'sejuk', 'hati', 'keluarga', 'selamat', 'mawik', 'ayah', 'mput']",no cyberharassment,0
583,"['jadi', 'ingat', 'gimana', 'momen', 'gelombang', 'cinta', 'hadir', 'rasa', 'sakit', 'luar', 'biasa', 'penting', 'memang', 'dukung', 'suami', 'baik', 'kalian', 'dua']",no cyberharassment,0
584,"['masyaallah', 'tabarakallah', 'jadi', 'pengin', 'nangis', 'lihat', 'haru', 'banget', 'bayang', 'kalau', 'aku', 'posisi']",no cyberharassment,0
585,"['nangis', 'banget', 'lihat', 'juang', 'orang', 'ibu', 'kayak', 'nyata']",no cyberharassment,0
586,"['kesini', 'pengin', 'lihat', 'freya', 'sedih', 'peluk', 'mawik']",no cyberharassment,0
587,"['dukung', 'suami', 'lahir', 'masyaallah', 'banget']",no cyberharassment,0
588,"['nangis', 'banget', 'lihat']",no cyberharassment,0
589,"['nangis', 'banget', 'lihat', 'vlog', 'kakak', 'mput', 'ngikutin', 'keluarga', 'freya', 'dalam', 'perut', 'moga', 'kelak', 'punya', 'suami', 'kayak', 'kakak', 'mput', 'bisa', 'jadi', 'kayak', 'mama', 'wik', 'panutan']",no cyberharassment,0
590,"['alhamdulillah', 'masya', 'tabarakallah', 'jadi', 'anak', 'salihah', 'cahaya', 'dunia', 'akhirat']",no cyberharassment,0
591,"['aku', 'melow', 'banget', 'ikut', 'nangis', 'waktu', 'mawikk', 'tahan', 'sakit', 'buka']",no cyberharassment,0
592,"['masyaallah', 'tabarakallah', 'ilayya', 'moga', 'jadi', 'anak', 'salihah', 'luar', 'biasa', 'sekali', 'mawik', 'ayahmput', 'selamat', 'atas', 'lahir', 'putri', 'dua', 'selalu', 'ikut', 'nangis', 'bagi', 'mawik', 'nangis', 'ikut', 'nangis', 'dong', 'tidak', 'bisa', 'tahan', 'rasa', 'ikut', 'rasa', 'sakit', 'haru', 'sekali']",no cyberharassment,0
593,"['induksi', 'emang', 'rasa', 'lebih', 'sakit', 'salut', 'sama', 'mawik', 'awal', 'bisa', 'santai', 'gitu']",no cyberharassment,0
594,"['haru', 'banget', 'lihat', 'doa', 'bisa', 'rasa', 'hamil', 'lahir', 'kak', 'uwi', 'kak', 'putra', 'teman', 'semua']",no cyberharassment,0
595,"['lihat', 'nangis', 'moga', 'lahir', 'lancar', 'semua', 'sehat']",no cyberharassment,0
596,"['nonton', 'langsung', 'banjir', 'air', 'mata', 'ingat', 'lahir', 'waktu', 'induksi', 'rasa', 'luar', 'biasa', 'juang', 'beda', 'kak', 'uwi', 'bisa', 'ngendaliin', 'diri', 'aku', 'banyak', 'nangisnya']",no cyberharassment,0
597,"['nangis', 'sayang', 'banget', 'sama', 'mama', 'uwik', 'keluarga']",no cyberharassment,0
598,"['pengin', 'punya', 'suami', 'kayak', 'ayah', 'mput']",no cyberharassment,0
599,"['nangis', 'banget', 'nontonnya', 'ingat', 'waktu', 'lahir', 'rasa', 'mulesnya']",no cyberharassment,0
600,"['satu', 'video', 'lahir', 'cerita', 'buat', 'aku', 'benar', 'haru', 'kagum', 'sama', 'juang', 'kalimat', 'baik', 'selalu', 'ucap', 'keren', 'banget', 'mama', 'wik']",no cyberharassment,0
601,"['masyaallah', 'berkah', 'keluarga', 'lindung', 'jauh', 'orang', 'dzalim']",no cyberharassment,0
602,"['pagi', 'sudah', 'nangis', 'nonton', 'begini', 'persis', 'banget', 'sama', 'kayak', 'aku', 'rasain', 'insya', 'besok', 'lahir', 'anak', 'dua', 'tidak', 'henti', 'mikirin', 'sih', 'kakak', 'gimana', 'lama', 'aku', 'tinggal', 'tidak', 'pernah', 'tidur', 'aku', 'lihat', 'vlog', 'jadi', 'kuat', 'mental', 'ngomong', 'ngomong', 'selamat', 'uwik', 'mput', 'atas', 'bayi', 'perempuan']",no cyberharassment,0
603,"['masya', 'aku', 'banjir', 'air', 'mata', 'lihat', 'moga', 'kelak', 'aku', 'lahir', 'penuh', 'juang', 'kayak', 'kakak', 'uwi', 'masya', 'sehat', 'selalu', 'kak', 'sama', 'adik', 'bayi', 'nya']",no cyberharassment,0
604,"['mamauwik', 'bilang', 'tolongin', 'langsung', 'nangis', 'ingat', 'rasa', 'lahir', 'sehat', 'terus', 'mamauwik', 'adik']",no cyberharassment,0
605,"['selalu', 'nangis', 'tidak', 'pernah', 'tidak', 'makanya', 'mau', 'nonton', 'nyiapin', 'hati', 'banget', 'selamat', 'mawik', 'ayah', 'mput', 'kakak', 'ayak', 'moga', 'adik', 'ilayya', 'tumbuh', 'jadi', 'anak', 'bahagia', 'selalu']",no cyberharassment,0
606,"['rahman', 'rahim', 'moga', 'selalu', 'jaga', 'keluarga', 'putra', 'dwi', 'dalam', 'sehat', 'kebahagian']",no cyberharassment,0
607,"['haru', 'banget', 'lihat', 'vlog', 'mamawik', 'hamil', 'bulan', 'nonton', 'langsung', 'nangis', 'langsung', 'ngebayangin', 'bisa', 'tidak', 'kuat', 'mamawik', 'moga', 'beri', 'kuat', 'bisa', 'kuat', 'mamawik', 'salut', 'banget', 'selalu', 'ingat', 'lama', 'nunggu', 'buka', 'sehat', 'selalu', 'mamawik', 'keluarga']",no cyberharassment,0
608,"['aku', 'makan', 'nonton', 'tangis', 'sengguk', 'salah', 'momen', 'nontonnya']",no cyberharassment,0
609,"['tidak', 'rasa', 'air', 'mata', 'tetas', 'tidak', 'henti', 'barakallah', 'selamat', 'mawik', 'ikut', 'haru', 'senang']",no cyberharassment,0
610,"['hamil', 'nonton', 'masya', 'banget', 'ngelihat', 'juang', 'mama', 'freya', 'romantis', 'papa', 'frey', 'sangat', 'sweet', 'banget', 'buat', 'dobel', 'haru', 'sehat', 'selalu', 'mama', 'frey', 'moga', 'jadi', 'putri', 'salihah', 'bangga', 'keluarga']",no cyberharassment,0
611,"['sedih', 'banget', 'masa', 'nontonnya', 'nangis', 'sehat', 'selalu', 'jiwa', 'keluarga', 'panutan', 'keluarga', 'aku']",no cyberharassment,0
612,"['masha', 'tabarakallah', 'kakak', 'uwiiiii', 'nangis', 'sengguk', 'pecah', 'banget', 'kak', 'uwi', 'peluk', 'kakak', 'putra', 'sehat', 'selalu', 'kalian']",no cyberharassment,0
613,"['alhamdulillah', 'selamat', 'buat', 'ayah', 'mput', 'mamawik', 'walaupun', 'aku', 'belum', 'ngerasain', 'bagaimana', 'nikmat', 'lahir', 'aku', 'bisa', 'rasain', 'haru', 'banget']",no cyberharassment,0
614,"['masyaallah', 'tabarakallah', 'selamat', 'mama', 'uwi', 'haru', 'nontonnya', 'beda', 'hari', 'aku', 'habis', 'lahir', 'caesar', 'masyaallah', 'juang', 'rasa', 'sakit', 'telah', 'operasi']",no cyberharassment,0
615,"['masya', 'sungguh', 'luar', 'biasa', 'mamawikk', 'adik', 'freyaaa', 'persis', 'freyaa', 'waktu', 'bayi', 'kembar']",no cyberharassment,0
616,"['masya', 'indah', 'kalimat', 'ucap', 'sedang', 'sakit']",no cyberharassment,0
617,"['alhamdulillah', 'sedih', 'banget', 'selamat', 'kak', 'uwik', 'mput', 'freya']",no cyberharassment,0
618,"['masyaallah', 'ilayya', 'adik', 'cantik', 'kakak', 'ayak', 'sebentar', 'kalah', 'cantik', 'jadi', 'anak', 'salihah', 'nak']",no cyberharassment,0
619,"['vlog', 'kandung', 'bawang', 'mama', 'uwi', 'sehat', 'selalu', 'ayah', 'selalu', 'kakak', 'freyaa', 'adik', 'sehat', 'semua']",no cyberharassment,0
620,"['sedih', 'lihat', 'juang', 'kak', 'uwik', 'moga', 'juang', 'garis', 'dua', 'seperti', 'sedang', 'nanti', 'hadir', 'buah', 'hati', 'segera', 'tahun']",no cyberharassment,0
621,"['sudah', 'punya', 'anak', 'nangisnya', 'kejer', 'pisah', 'berapa', 'jam', 'pikir', 'terus', 'aplagi', 'mau', 'lahir', 'jadi', 'ngebayangin', 'sehat', 'keluarga']",no cyberharassment,0
622,"['aku', 'aku', 'kuat', 'karena', 'kata', 'ngiang', 'ngiang', 'selamat', 'mawik', 'kak', 'mput', 'moga', 'beri', 'sehat', 'selalu']",no cyberharassment,0
623,"['nangis', 'moga', 'aku', 'bisa', 'ngelewatin', 'salin']",no cyberharassment,0
624,"['masya', 'tabarakallah', 'awal', 'akhir', 'video', 'aku', 'nangis', 'terus', 'doa', 'teman', 'moga', 'nanti', 'bisa', 'segera', 'kasih', 'garis', 'buat', 'aku', 'tahun']",no cyberharassment,0
625,"['masyaallah', 'juang', 'hidup', 'mati', 'lahir', 'memang', 'nyata', 'nya', 'ikhlas', 'sabar', 'kunci', 'masyaallah', 'positif', 'suasana', 'banget', 'mawik', 'sehat', 'terus', 'semua']",no cyberharassment,0
626,"['sedih', 'banget', 'nontonnya', 'ingat', 'lahir', 'ninggalin', 'anak', 'umur', 'freya', 'sehat', 'selalu', 'mamawik', 'jajar']",no cyberharassment,0
627,"['masyaallah', 'selamat', 'kakak', 'uwi', 'abang', 'mput', 'do', 'ain', 'moga', 'kandung', 'dua', 'sehat', 'lancar', 'salin']",no cyberharassment,0
628,"['nonton', 'penuh', 'air', 'mata', 'menit', 'menit', 'awal', 'sehat', 'selalu', 'mamawik', 'keluarga']",no cyberharassment,0
629,"['siapa', 'sini', 'awal', 'video', 'akhir', 'video', 'nangis', 'terus']",no cyberharassment,0
630,"['alhamdulillah', 'tabarakallah', 'mawik', 'kak', 'put', 'kakak', 'freya', 'keluarga', 'besar']",no cyberharassment,0
631,"['mau', 'nonton', 'awal', 'up', 'undur', 'takut', 'tidak', 'kuat', 'lihat', 'nya', 'beneran', 'ikut', 'nangis', 'kuat', 'banget', 'mawik', 'bahagia', 'terus', 'semua']",no cyberharassment,0
632,"['tenggorok', 'getar', 'sumpah', 'haru', 'banget', 'belum', 'lahir', 'syaallah', 'juang', 'mama', 'uwi', 'lancarin', 'semua']",no cyberharassment,0
633,"['tidak', 'rasa', 'netesin', 'air', 'mata', 'ingat', 'lahir', 'dulu', 'juang', 'orang', 'ibu', 'luar', 'biasa', 'banget', 'selamat', 'kak', 'uwi', 'sehat', 'selalu']",no cyberharassment,0
634,"['tidak', 'bisa', 'tidak', 'nangis', 'lihat', 'video', 'meski', 'sudah', 'putar', 'ulang']",no cyberharassment,0
635,"['jadi', 'ingat', 'lahir', 'dulu', 'benar', 'lahir', 'juang', 'hidup', 'mati', 'aku', 'salut', 'mawik', 'bisa', 'tenang', 'kuat', 'kakak', 'putra', 'sabar', 'nenangin', 'banget', 'masyaallah']",no cyberharassment,0
636,"['selamat', 'uwik', 'suami', 'aku', 'ikut', 'nangis', 'ingat', 'lahir', 'anak', 'dua', 'juang', 'lebih', 'berat', 'anak', 'pertama', 'sehat', 'selalu', 'semua']",no cyberharassment,0
637,"['jadi', 'ingat', 'waktu', 'lahir', 'aku', 'benar', 'rasa', 'jadi', 'ibu', 'sempurna']",no cyberharassment,0
638,"['aku', 'nangis', 'moga', 'aku', 'lahir', 'normal', 'lancar', 'semua', 'sehat', 'ibu', 'sama', 'anak', 'aku']",no cyberharassment,0
639,"['ikut', 'nangis', 'mawik', 'bilang', 'aku', 'terus', 'ingat', 'kayak', 'masyaallah', 'banget', 'sakit']",no cyberharassment,0
640,"['sayang', 'banyak', 'banyak', 'moga', 'selalu', 'sehat', 'bahagia', 'keluarga', 'mama', 'wik', 'ayah', 'mput', 'freya', 'illayya', 'jadi', 'anak', 'salihah', 'bangga', 'semua']",no cyberharassment,0
641,"['belum', 'punya', 'suami', 'belum', 'tahu', 'rasa', 'hamil', 'lahir', 'nangis', 'salut', 'banget', 'sama', 'kakak', 'uwik', 'tidak', 'lupa', 'buat', 'afirmasi', 'positif', 'sebut', 'nama', 'ucap', 'syukur', 'waktu', 'hasil', 'ngelewatin', 'keren']",no cyberharassment,0
642,"['nangis', 'nonton', 'ingat', 'waktu', 'lahir', 'anak', 'pertama', 'moga', 'beri', 'sehat', 'selalu', 'adik', 'bayi', 'cepat', 'pulih', 'buat', 'mama', 'uwik']",no cyberharassment,0
643,"['masya', 'haru', 'lihat', 'proses', 'sedang', 'hamil', 'bulan', 'moga', 'beri', 'lancar', 'mudah', 'saat', 'lahir']",no cyberharassment,0
644,"['lihat', 'video', 'mawik', 'lahir', 'awal', 'keluar', 'nangis', 'banget', 'jadi', 'bayangin', 'kalau', 'liat', 'ibu', 'aku', 'jangan', 'lupa', 'orang', 'tua', 'sayang', 'teman', 'ingat', 'korban', 'sudah', 'besar', 'sehat', 'terus', 'mawik', 'keluarga']",no cyberharassment,0
645,"['masyaallah', 'aku', 'nangis', 'panjang', 'video', 'padahal', 'aku', 'sudah', 'lahir', 'sendiri', 'lihat', 'kayak', 'tetap', 'nangis', 'kejer']",no cyberharassment,0
646,"['aku', 'belum', 'nikah', 'insyaallah', 'sebentar', 'sedih', 'banget', 'haru', 'lihat', 'ayah', 'mput', 'baik', 'mama', 'uwik', 'baik', 'salut', 'banget', 'sehat', 'sehat', 'ayah', 'mput', 'keluarga', 'tidak', 'ngerti', 'gimana', 'kagum', 'freya', 'adik', 'kalau', 'sudah', 'besar', 'lihat', 'video']",no cyberharassment,0
647,"['tabarakallah', 'kak', 'mampir', 'salur', 'buat', 'lihat', 'juang', 'mama', 'freya', 'padahal', 'adik', 'bayi', 'sama', 'tanggal', 'lahir', 'nya', 'sama', 'aku', 'wah']",no cyberharassment,0
648,"['masyaallah', 'salut', 'usaha', 'normal', 'padahal', 'kalau', 'mau', 'caesar', 'mama', 'uwi', 'mampu', 'kalau', 'induksi', 'memang', 'mulesnya', 'lumayan', 'banget', 'mulas', 'bikin', 'pasang', 'luar', 'biasa']",no cyberharassment,0
649,"['aku', 'hamil', 'video', 'nangis', 'kejer', 'pegang', 'perut', 'lancar', 'lancar', 'buat', 'ibu', 'hamil', 'sini', 'juang', 'garis', 'semangat']",no cyberharassment,0
650,"['jadi', 'ingat', 'waktu', 'lahir', 'walaupun', 'tidak', 'induksi', 'rasa', 'emmmmm', 'mantap', 'tidak', 'bayang', 'mama', 'uwi', 'induksi', 'sakit', 'lipat', 'nangis']",no cyberharassment,0
651,"['terima', 'kasih', 'kakak', 'mput', 'mama', 'freya', 'video', 'indah', 'rasa', 'ngikutin', 'juang', 'lahir', 'mudah', 'aku', 'sempat', 'rasa', 'indah', 'lahir', 'semangat', 'juang', 'garis']",no cyberharassment,0
652,"['aku', 'hamil', 'bulan', 'moga', 'bisa', 'kuat', 'kakak', 'uwi', 'yakin', 'bisa', 'lahir', 'normal', 'sungguh', 'sangat', 'inspirasi']",no cyberharassment,0
653,"['haru', 'ketika', 'ikut', 'rasa', 'apa', 'mawik', 'rasa', 'sehat', 'selalu', 'ayah', 'mput', 'keluarga']",no cyberharassment,0
654,"['mawikk', 'lahir', 'aku', 'nangis', 'belum', 'nikah', 'ingat', 'juang', 'ibu', 'aku', 'dulu', 'lahir']",no cyberharassment,0
655,"['banjir', 'sudah', 'air', 'mata', 'kakak', 'wik', 'kakak', 'put', 'moga', 'jadi', 'adik', 'salihah']",no cyberharassment,0
